chunk_idx,sample_idx,min_value,max_value
109,1,-3942.2985448925688,5098.565569603163
109,2,-3942.2985448925688,5098.565569603163
109,3,-3942.2985448925688,5098.565569603163
109,4,-3942.2985448925688,5098.565569603163
110,0,-3026.885782004216,5275.579100474179
110,1,-3026.885782004216,5275.579100474179
110,2,-3026.885782004216,5275.579100474179
110,3,-3026.885782004216,5275.579100474179
110,4,-3026.885782004216,5275.579100474179
111,0,-2671.7264826375385,5706.579037693432
111,1,-2671.7264826375385,5706.579037693432
111,2,-2671.7264826375385,5706.579037693432
111,3,-2671.7264826375385,5706.579037693432
111,4,-2671.7264826375385,5706.579037693432
112,0,-2930.8157457887855,4540.007577480627
112,1,-2930.8157457887855,4540.007577480627
112,2,-2930.8157457887855,4540.007577480627
112,3,-2930.8157457887855,4540.007577480627
112,4,-2930.8157457887855,4540.007577480627
113,0,-2618.2184398257145,4814.339693820189
113,1,-2618.2184398257145,4814.339693820189
113,2,-2618.2184398257145,4814.339693820189
113,3,-2618.2184398257145,4814.339693820189
113,4,-2618.2184398257145,4814.339693820189
114,0,-3209.553145657428,5383.760295650423
114,1,-3209.553145657428,5383.760295650423
114,2,-3209.553145657428,5383.760295650423
114,3,-3209.553145657428,5383.760295650423
114,4,-3209.553145657428,5383.760295650423
115,0,-3659.167854249196,5542.896364537655
115,1,-3659.167854249196,5542.896364537655
115,2,-3659.167854249196,5542.896364537655
115,3,-3659.167854249196,5542.896364537655
115,4,-3659.167854249196,5542.896364537655
116,0,-7796.24366175578,7225.587747388232
116,1,-7796.24366175578,7225.587747388232
116,2,-7796.24366175578,7225.587747388232
116,3,-7796.24366175578,7225.587747388232
116,4,-7796.24366175578,7225.587747388232
117,0,-4657.528940571925,6806.680440289108
117,1,-4657.528940571925,6806.680440289108
117,2,-4657.528940571925,6806.680440289108
117,3,-4657.528940571925,6806.680440289108
117,4,-4657.528940571925,6806.680440289108
118,0,-3664.576189078784,6713.396536177284
118,1,-3664.576189078784,6713.396536177284
118,2,-3664.576189078784,6713.396536177284
118,3,-3664.576189078784,6713.396536177284
118,4,-3664.576189078784,6713.396536177284
119,0,-4549.470837600404,7861.472398563933
119,1,-4549.470837600404,7861.472398563933
119,2,-4549.470837600404,7861.472398563933
119,3,-4549.470837600404,7861.472398563933
119,4,-4549.470837600404,7861.472398563933
