chunk_idx,sample_idx,min_value,max_value
74,3,-3493.839966969188,5628.96737272069
74,4,-3493.839966969188,5628.96737272069
75,0,-3645.2913205990767,6050.70791422201
75,1,-3645.2913205990767,6050.70791422201
75,2,-3645.2913205990767,6050.70791422201
75,3,-3645.2913205990767,6050.70791422201
75,4,-3645.2913205990767,6050.70791422201
76,0,-3309.4077890236904,5294.854538924478
76,1,-3309.4077890236904,5294.854538924478
76,2,-3309.4077890236904,5294.854538924478
76,3,-3309.4077890236904,5294.854538924478
76,4,-3309.4077890236904,5294.854538924478
77,0,-3459.4895628258087,6204.065756105268
77,1,-3459.4895628258087,6204.065756105268
77,2,-3459.4895628258087,6204.065756105268
77,3,-3459.4895628258087,6204.065756105268
77,4,-3459.4895628258087,6204.065756105268
78,0,-4079.0525976785048,6470.679968142319
78,1,-4079.0525976785048,6470.679968142319
78,2,-4079.0525976785048,6470.679968142319
78,3,-4079.0525976785048,6470.679968142319
78,4,-4079.0525976785048,6470.679968142319
79,0,-6064.987254333505,6211.209130054791
79,1,-6064.987254333505,6211.209130054791
79,2,-6064.987254333505,6211.209130054791
79,3,-6064.987254333505,6211.209130054791
79,4,-6064.987254333505,6211.209130054791
80,0,-3902.534778796607,7014.572406889361
80,1,-3902.534778796607,7014.572406889361
80,2,-3902.534778796607,7014.572406889361
80,3,-3902.534778796607,7014.572406889361
80,4,-3902.534778796607,7014.572406889361
81,0,-4644.652820153916,7444.942945756725
81,1,-4644.652820153916,7444.942945756725
81,2,-4644.652820153916,7444.942945756725
81,3,-4644.652820153916,7444.942945756725
81,4,-4644.652820153916,7444.942945756725
82,0,-4619.968352124382,7100.397916384523
82,1,-4619.968352124382,7100.397916384523
82,2,-4619.968352124382,7100.397916384523
82,3,-4619.968352124382,7100.397916384523
82,4,-4619.968352124382,7100.397916384523
83,0,-3816.947472190701,7631.015026938331
83,1,-3816.947472190701,7631.015026938331
83,2,-3816.947472190701,7631.015026938331
83,3,-3816.947472190701,7631.015026938331
83,4,-3816.947472190701,7631.015026938331
84,0,-6037.782968086914,7695.587823280754
84,1,-6037.782968086914,7695.587823280754
84,2,-6037.782968086914,7695.587823280754
84,3,-6037.782968086914,7695.587823280754
84,4,-6037.782968086914,7695.587823280754
85,0,-6406.331558712456,6955.46832306935
85,1,-6406.331558712456,6955.46832306935
85,2,-6406.331558712456,6955.46832306935
85,3,-6406.331558712456,6955.46832306935
85,4,-6406.331558712456,6955.46832306935
86,0,-4443.217780303413,7252.288446190382
86,1,-4443.217780303413,7252.288446190382
86,2,-4443.217780303413,7252.288446190382
86,3,-4443.217780303413,7252.288446190382
86,4,-4443.217780303413,7252.288446190382
87,0,-5079.827974769313,7751.701959552256
87,1,-5079.827974769313,7751.701959552256
87,2,-5079.827974769313,7751.701959552256
87,3,-5079.827974769313,7751.701959552256
87,4,-5079.827974769313,7751.701959552256
88,0,-6630.25716700916,8385.267394630158
88,1,-6630.25716700916,8385.267394630158
88,2,-6630.25716700916,8385.267394630158
88,3,-6630.25716700916,8385.267394630158
88,4,-6630.25716700916,8385.267394630158
